Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,071.02",70.62,3.53,"7,463,482,972.00"
Sensitive Index,396.04,12.25,3.19,"7,842,250,000.00"
Float Index,139.21,3.86,2.86,"7,336,250,000.00"
Sensitive Float Index,125.30,3.02,2.47,"6,418,340,000.00"
Banking SubIndex,"1,507.32",6.38,0.42,"1,974,550,000.00"
Development Bank Index,"2,239.71",22.59,1.02,"1,249,410,000.00"
Finance Index,902.13,3.76,0.42,"466,957,000.00"
Hotels And Tourism,"2,058.82",51.16,2.55,"79,352,000.00"
HydroPower Index,"1,721.31",88.99,5.45,"692,981,000.00"
Life Insurance,"12,864.95",608.73,4.97,"1,070,060,000.00"
Manufacturing And Processing,"4,845.38",303.12,6.67,"351,906,000.00"
Microfinance Index,"3,158.54",232.56,7.95,"1,056,940,000.00"
Mutual Fund,11.46,0.04,0.39,"26,343,500.00"
Non Life Insurance,"10,079.00",244.82,2.49,"2,042,610,000.00"
Others Index,"1,817.16",140.89,8.40,"795,113,000.00"
Trading Index,"2,311.74",-16.63,-0.71,"21,314,300.00"
