Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,674.35",2.74,0.10,"6,556,616,680.00"
Sensitive Index,476.51,-0.28,-0.06,"5,947,110,000.00"
Float Index,184.17,0.34,0.19,"6,341,230,000.00"
Sensitive Float Index,154.77,0.13,0.09,"4,463,090,000.00"
Banking SubIndex,"1,820.95",1.89,0.10,"1,440,620,000.00"
Development Bank Index,"2,755.54",20.62,0.75,"1,439,900,000.00"
Finance Index,"1,279.56",39.43,3.18,"513,696,000.00"
Hotels And Tourism,"4,128.46",29.79,0.73,"229,200,000.00"
HydroPower Index,"2,614.39",-23.33,-0.88,"1,018,370,000.00"
Investment,101.97,-0.43,-0.42,"433,373,000.00"
Life Insurance,"17,215.92",91.98,0.54,"291,801,000.00"
Manufacturing And Processing,"5,649.44",-28.77,-0.51,"98,063,600.00"
Microfinance Index,"5,186.12",106.13,2.09,"1,274,420,000.00"
Mutual Fund,13.39,0.02,0.13,"19,036,300.00"
Non Life Insurance,"13,585.04",-62.63,-0.46,"883,340,000.00"
Others Index,"2,086.15",-22.51,-1.07,"891,422,000.00"
Trading Index,"3,940.25",-32.01,-0.81,"38,886,700.00"
