Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,105.46",-16.40,-0.77,"1,787,016,372.70"
Sensitive Index,401.69,-2.74,-0.68,"635,438,898.70"
Float Index,147.85,-1.27,-0.85,"1,759,903,378.20"
Sensitive Float Index,134.94,-1.28,-0.94,"630,057,469.70"
Banking SubIndex,"1,367.51",-10.47,-0.76,"265,664,799.40"
Development Bank Index,"3,714.67",-36.84,-0.98,"84,451,786.80"
Finance Index,"1,750.17",-11.06,-0.63,"88,243,483.80"
Hotels And Tourism,"3,203.32",-26.95,-0.83,"22,791,973.40"
HydroPower Index,"2,603.75",-24.26,-0.92,"633,900,540.10"
Investment,66.16,-0.68,-1.02,"75,994,195.80"
Life Insurance,"10,573.92",-85.38,-0.80,"111,777,526.40"
Manufacturing And Processing,"5,195.17",16.17,0.31,"119,204,091.70"
Microfinance Index,"4,571.18",-46.93,-1.02,"180,587,140.70"
Mutual Fund,14.42,-0.08,-0.56,"3,220,600.11"
Non Life Insurance,"9,155.78",-49.79,-0.54,"132,855,711.30"
Others Index,"1,503.26",-9.94,-0.66,"32,648,057.90"
Trading Index,"2,266.01",-11.16,-0.49,"11,784,070.90"
