Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,960.78",-29.81,-1.49,"1,186,618,410.86"
Sensitive Index,376.62,-5.09,-1.33,"383,420,842.80"
Float Index,136.00,-1.98,-1.43,"1,148,859,650.00"
Sensitive Float Index,124.71,-1.68,-1.33,"382,968,839.30"
Banking SubIndex,"1,251.73",-11.10,-0.87,"259,113,387.80"
Development Bank Index,"3,677.56",-58.19,-1.55,"64,366,894.50"
Finance Index,"1,665.72",-22.14,-1.31,"47,229,453.40"
Hotels And Tourism,"5,448.25",-170.47,-3.03,"94,179,662.20"
HydroPower Index,"1,990.08",-47.63,-2.33,"199,404,561.70"
Investment,69.10,-0.97,-1.39,"45,340,771.30"
Life Insurance,"10,681.25",-219.00,-2.00,"134,275,044.20"
Manufacturing And Processing,"5,117.25",-49.06,-0.94,"90,642,207.90"
Microfinance Index,"3,555.18",-63.90,-1.76,"74,059,087.00"
Mutual Fund,18.67,-0.19,-1.04,"5,853,944.97"
Non Life Insurance,"10,406.08",-212.41,-2.00,"98,735,785.20"
Others Index,"1,438.04",-19.16,-1.31,"28,341,698.90"
Trading Index,"2,870.17",-37.18,-1.27,"13,171,095.90"
