Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,408.24",37.70,1.59,"6,972,936,529.00"
Sensitive Index,437.28,4.95,1.14,"6,804,030,000.00"
Float Index,163.73,2.20,1.36,"6,890,700,000.00"
Sensitive Float Index,139.74,1.52,1.10,"5,440,970,000.00"
Banking SubIndex,"1,689.66",20.04,1.20,"1,757,170,000.00"
Development Bank Index,"2,478.92",53.32,2.20,"1,122,360,000.00"
Finance Index,"1,140.89",39.55,3.59,"389,327,000.00"
Hotels And Tourism,"2,174.58",175.06,8.76,"162,330,000.00"
HydroPower Index,"1,867.91",33.60,1.83,"349,548,000.00"
Life Insurance,"17,741.57",379.11,2.18,"1,052,610,000.00"
Manufacturing And Processing,"6,081.75",120.37,2.02,"216,725,000.00"
Microfinance Index,"4,007.37",-27.81,-0.69,"1,045,430,000.00"
Mutual Fund,12.00,0.00,-0.01,"14,285,900.00"
Non Life Insurance,"12,422.78",124.66,1.01,"1,998,400,000.00"
Others Index,"1,964.23",54.08,2.83,"846,904,000.00"
Trading Index,"2,950.03",49.49,1.71,"16,384,900.00"
