Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,361.27",-88.70,-3.62,"3,382,509,520.00"
Sensitive Index,450.08,-15.15,-3.26,"3,247,440,000.00"
Float Index,162.01,-6.16,-3.66,"3,096,860,000.00"
Sensitive Float Index,144.48,-5.19,-3.47,"2,146,380,000.00"
Banking SubIndex,"1,630.95",-44.53,-2.66,"592,114,698.50"
Development Bank Index,"4,114.22",-281.79,-6.41,"350,749,841.20"
Finance Index,"2,055.96",-100.27,-4.65,"505,700,636.40"
Hotels And Tourism,"2,864.35",-87.26,-2.96,"17,389,469.60"
HydroPower Index,"2,637.28",-124.96,-4.52,"836,408,656.00"
Investment,73.12,-3.15,-4.14,"146,085,143.50"
Life Insurance,"12,580.58",-507.61,-3.88,"181,806,045.80"
Manufacturing And Processing,"5,483.08",-186.68,-3.29,"92,340,919.10"
Microfinance Index,"4,525.09",-175.63,-3.74,"306,363,457.70"
Mutual Fund,14.72,-0.20,-1.36,"8,791,287.42"
Non Life Insurance,"10,336.64",-490.12,-4.53,"126,373,844.60"
Others Index,"1,851.70",-63.04,-3.29,"112,932,456.00"
Trading Index,"2,350.49",-189.25,-7.45,"11,833,616.80"
