Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,631.89",12.86,0.49,"7,250,924,124.00"
Sensitive Index,466.42,2.83,0.61,"7,320,850,000.00"
Float Index,181.14,0.56,0.31,"7,116,910,000.00"
Sensitive Float Index,151.57,0.51,0.34,"5,262,460,000.00"
Banking SubIndex,"1,811.54",5.43,0.30,"1,657,500,000.00"
Development Bank Index,"2,656.35",52.88,2.03,"1,244,710,000.00"
Finance Index,"1,199.50",23.06,1.96,"338,776,000.00"
Hotels And Tourism,"3,575.31",-77.22,-2.11,"91,448,600.00"
HydroPower Index,"2,473.06",24.09,0.98,"1,258,580,000.00"
Investment,104.73,-1.09,-1.03,"388,903,000.00"
Life Insurance,"17,306.20",-56.65,-0.33,"401,461,000.00"
Manufacturing And Processing,"5,558.13",12.74,0.23,"117,732,000.00"
Microfinance Index,"4,850.72",2.69,0.06,"951,417,000.00"
Mutual Fund,13.37,-0.03,-0.25,"18,741,100.00"
Non Life Insurance,"13,699.45",25.01,0.18,"1,621,840,000.00"
Others Index,"2,025.82",63.94,3.26,"841,856,000.00"
Trading Index,"4,638.45",368.57,8.63,"73,146,900.00"
