Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,934.47",-29.07,-1.48,"1,653,334,665.77"
Sensitive Index,367.98,-5.72,-1.53,"619,387,915.10"
Float Index,135.50,-2.12,-1.54,"1,602,768,024.50"
Sensitive Float Index,122.57,-1.94,-1.55,"616,159,813.10"
Banking SubIndex,"1,254.84",-19.90,-1.56,"307,294,554.50"
Development Bank Index,"3,556.32",-90.48,-2.48,"91,639,503.40"
Finance Index,"1,656.57",-33.42,-1.98,"75,764,538.50"
Hotels And Tourism,"3,344.60",-2.92,-0.09,"44,756,853.90"
HydroPower Index,"2,525.36",-46.84,-1.82,"553,496,686.20"
Investment,65.36,-0.60,-0.91,"76,146,071.10"
Life Insurance,"9,643.18",-93.61,-0.96,"102,012,701.50"
Manufacturing And Processing,"4,516.55",-107.59,-2.33,"150,758,292.50"
Microfinance Index,"3,521.61",-32.12,-0.90,"117,373,243.60"
Mutual Fund,13.74,-0.06,-0.44,"2,369,081.37"
Non Life Insurance,"8,603.37",-125.10,-1.43,"82,172,012.90"
Others Index,"1,431.27",-21.02,-1.45,"31,100,128.10"
Trading Index,"2,171.42",-34.31,-1.56,"3,228,121.00"
