Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,256.11",-80.41,-6.02,"476,654,971.00"
Sensitive Index,269.03,-17.99,-6.27,"445,725,000.00"
Float Index,88.46,-6.02,-6.37,"407,643,000.00"
Sensitive Float Index,88.27,-6.10,-6.46,"383,675,000.00"
Banking SubIndex,"1,085.17",-87.13,-7.43,"170,150,000.00"
Development Bank Index,"1,671.04",-76.35,-4.37,"50,557,200.00"
Finance Index,634.83,-0.03,0.00,"47,452,600.00"
Hotels And Tourism,"1,348.89",-128.37,-8.69,"1,299,130.00"
HydroPower Index,924.82,-34.95,-3.64,"9,513,440.00"
Life Insurance,"7,321.96",-608.61,-7.67,"84,757,600.00"
Manufacturing And Processing,"2,589.85",-128.52,-4.73,"54,053,100.00"
Microfinance Index,"2,076.59",-71.26,-3.32,"25,504,000.00"
Mutual Fund,9.61,0.01,0.10,"9,655.00"
Non Life Insurance,"5,481.04",-178.31,-3.15,"111,571,000.00"
Others Index,675.34,-31.39,-4.44,"83,441,700.00"
