Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,561.08",-4.98,-0.19,"3,778,632,771.30"
Sensitive Index,442.26,-1.26,-0.28,"1,556,490,504.10"
Float Index,174.99,-0.51,-0.29,"3,736,002,021.60"
Sensitive Float Index,149.91,-0.45,-0.30,"1,556,490,504.10"
Banking SubIndex,"1,331.40",-1.96,-0.14,"211,862,146.80"
Development Bank Index,"5,323.50",-58.85,-1.09,"209,849,004.20"
Finance Index,"2,260.68",-15.63,-0.68,"67,040,651.70"
Hotels And Tourism,"6,559.72",75.59,1.16,"47,114,215.60"
HydroPower Index,"3,343.71",-4.75,-0.14,"2,064,107,594.80"
Investment,103.08,-0.46,-0.44,"227,866,696.30"
Life Insurance,"12,747.65",-68.88,-0.53,"167,124,887.50"
Manufacturing And Processing,"7,354.25",31.29,0.42,"239,833,876.00"
Microfinance Index,"4,820.79",-3.18,-0.06,"206,169,039.30"
Mutual Fund,19.95,0.07,0.35,"6,395,719.91"
Non Life Insurance,"10,559.42",-61.32,-0.57,"55,199,902.60"
Others Index,"2,306.05",-7.63,-0.32,"231,779,850.30"
Trading Index,"3,814.50",12.31,0.32,"8,054,156.50"
