Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,060.16",-11.60,-0.56,"4,058,047,734.22"
Sensitive Index,362.74,-2.27,-0.62,"1,014,393,652.20"
Float Index,139.35,-0.89,-0.63,"4,007,691,660.80"
Sensitive Float Index,118.52,-0.97,-0.81,"1,001,449,252.90"
Banking SubIndex,"1,074.43",-7.05,-0.65,"203,428,691.10"
Development Bank Index,"4,047.61",-42.40,-1.03,"165,399,242.00"
Finance Index,"2,478.73",11.33,0.45,"809,742,299.90"
Hotels And Tourism,"5,287.02",-15.44,-0.29,"61,407,996.30"
HydroPower Index,"2,595.17",-15.35,-0.58,"1,196,045,477.30"
Investment,75.92,-0.70,-0.91,"333,229,017.60"
Life Insurance,"9,917.33",-61.53,-0.61,"99,760,275.30"
Manufacturing And Processing,"6,427.79",-10.84,-0.16,"119,401,423.90"
Microfinance Index,"4,570.74",-22.35,-0.48,"731,034,789.10"
Mutual Fund,18.94,0.02,0.14,"4,865,945.92"
Non Life Insurance,"10,491.29",-36.71,-0.34,"78,382,789.10"
Others Index,"1,587.79",-9.33,-0.58,"217,454,736.40"
Trading Index,"2,874.42",6.53,0.22,"6,745,664.00"
