Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,123.82",10.27,0.49,"2,673,338,232.35"
Sensitive Index,409.55,3.10,0.76,"2,297,940,000.00"
Float Index,145.92,0.47,0.33,"2,552,580,000.00"
Sensitive Float Index,134.36,1.00,0.75,"1,577,780,000.00"
Banking SubIndex,"1,380.46",0.22,0.02,"358,275,399.80"
Development Bank Index,"3,865.09",52.44,1.38,"222,491,509.20"
Finance Index,"1,889.60",33.50,1.80,"235,397,402.80"
Hotels And Tourism,"2,873.03",60.74,2.16,"16,909,545.80"
HydroPower Index,"2,578.95",26.22,1.03,"662,108,451.00"
Investment,71.18,0.27,0.38,"112,067,190.50"
Life Insurance,"9,904.90",-4.55,-0.05,"152,266,793.50"
Manufacturing And Processing,"5,443.44",2.74,0.05,"209,368,816.00"
Microfinance Index,"4,810.39",27.88,0.58,"439,372,841.40"
Mutual Fund,14.89,0.00,0.02,"6,443,553.56"
Non Life Insurance,"8,408.47",0.75,0.01,"48,457,666.60"
Others Index,"1,595.94",22.57,1.43,"82,702,046.00"
Trading Index,"2,223.41",47.60,2.19,"13,159,852.20"
