Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,066.16",3.21,0.15,"5,077,255,116.14"
Sensitive Index,364.81,0.39,0.10,"1,675,693,959.40"
Float Index,140.06,0.24,0.17,"5,002,519,023.60"
Sensitive Float Index,119.66,0.25,0.21,"1,671,619,299.40"
Banking SubIndex,"1,086.56",-3.19,-0.29,"167,267,007.70"
Development Bank Index,"4,076.93",63.00,1.56,"277,840,134.50"
Finance Index,"2,521.62",52.32,2.11,"1,386,690,835.50"
Hotels And Tourism,"5,243.65",-11.19,-0.21,"55,785,764.10"
HydroPower Index,"2,580.07",4.90,0.19,"1,244,937,416.00"
Investment,75.34,-0.19,-0.25,"392,658,457.40"
Life Insurance,"9,923.81",-18.77,-0.18,"117,784,953.50"
Manufacturing And Processing,"6,413.38",-14.37,-0.22,"142,670,561.60"
Microfinance Index,"4,577.29",61.76,1.36,"940,646,420.70"
Mutual Fund,18.83,0.09,0.51,"2,697,359.85"
Non Life Insurance,"10,551.46",-9.67,-0.09,"105,413,284.20"
Others Index,"1,597.40",0.54,0.03,"180,917,231.90"
Trading Index,"2,873.31",-12.28,-0.42,"8,009,057.90"
