Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,645.24",-4.28,-0.16,"4,716,383,580.85"
Sensitive Index,455.26,-1.72,-0.37,"1,584,550,869.90"
Float Index,181.05,-0.47,-0.26,"4,646,837,437.50"
Sensitive Float Index,154.62,-0.76,-0.49,"1,584,550,869.90"
Banking SubIndex,"1,372.00",-9.48,-0.68,"435,519,601.10"
Development Bank Index,"5,440.30",14.39,0.26,"298,181,887.70"
Finance Index,"2,302.65",20.93,0.91,"136,913,565.90"
Hotels And Tourism,"7,051.51",-3.37,-0.04,"186,359,743.50"
HydroPower Index,"3,398.50",7.75,0.22,"1,868,912,395.80"
Investment,105.14,-0.78,-0.73,"259,485,541.40"
Life Insurance,"13,398.71",-69.96,-0.51,"379,103,031.30"
Manufacturing And Processing,"7,995.20",24.64,0.30,"205,595,938.50"
Microfinance Index,"5,002.82",30.45,0.61,"430,466,302.10"
Mutual Fund,20.03,-0.03,-0.17,"11,518,730.96"
Non Life Insurance,"11,026.00",-0.68,0.00,"85,149,320.10"
Others Index,"2,371.30",-4.35,-0.18,"353,382,026.10"
Trading Index,"3,804.92",-4.10,-0.10,"7,768,084.00"
