Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,949.06",22.65,1.18,"1,298,583,988.28"
Sensitive Index,366.21,2.95,0.81,"418,013,655.20"
Float Index,136.50,1.48,1.09,"1,212,734,064.10"
Sensitive Float Index,121.98,0.89,0.74,"411,495,601.20"
Banking SubIndex,"1,254.11",6.70,0.54,"237,384,295.30"
Development Bank Index,"3,587.76",62.94,1.79,"41,358,221.90"
Finance Index,"1,682.45",27.13,1.64,"35,293,840.30"
Hotels And Tourism,"3,147.63",67.61,2.20,"12,655,649.60"
HydroPower Index,"2,613.40",56.59,2.21,"440,181,270.80"
Investment,65.60,1.13,1.75,"49,441,065.50"
Life Insurance,"9,682.73",94.31,0.98,"75,055,373.60"
Manufacturing And Processing,"4,443.24",35.47,0.80,"79,144,332.90"
Microfinance Index,"3,549.47",15.00,0.42,"95,807,832.70"
Mutual Fund,13.80,0.04,0.29,"2,816,594.31"
Non Life Insurance,"8,853.98",83.50,0.95,"109,047,690.30"
Others Index,"1,446.54",30.23,2.13,"32,622,307.00"
Trading Index,"2,198.60",77.31,3.64,"4,742,184.20"
