Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,698.03",19.56,0.73,"9,470,308,266.49"
Sensitive Index,453.42,3.54,0.78,"2,648,569,516.80"
Float Index,183.02,1.39,0.76,"9,270,126,794.00"
Sensitive Float Index,152.14,1.03,0.68,"2,648,569,516.80"
Banking SubIndex,"1,358.42",13.21,0.98,"390,762,582.80"
Development Bank Index,"5,796.56",5.10,0.08,"733,037,793.40"
Finance Index,"2,933.92",138.24,4.94,"1,274,192,708.90"
Hotels And Tourism,"6,743.96",129.28,1.95,"132,746,525.20"
HydroPower Index,"3,811.87",13.74,0.36,"3,629,820,074.60"
Investment,108.56,1.26,1.17,"1,002,269,682.70"
Life Insurance,"13,070.30",50.84,0.39,"362,860,087.80"
Manufacturing And Processing,"6,985.65",14.16,0.20,"188,954,100.90"
Microfinance Index,"5,233.19",95.74,1.86,"1,043,064,779.20"
Mutual Fund,20.16,-0.02,-0.11,"36,914,024.07"
Non Life Insurance,"12,715.31",-148.64,-1.15,"210,796,606.90"
Others Index,"2,096.26",8.03,0.38,"277,972,158.20"
Trading Index,"4,298.55",11.00,0.25,"23,649,693.40"
