Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,673.97",19.04,0.71,"5,648,319,041.35"
Sensitive Index,459.73,3.22,0.70,"2,563,352,592.60"
Float Index,184.16,1.25,0.68,"5,563,508,279.13"
Sensitive Float Index,156.60,0.95,0.61,"2,563,352,592.60"
Banking SubIndex,"1,381.48",10.87,0.79,"428,058,680.10"
Development Bank Index,"5,699.34",43.80,0.77,"203,121,071.70"
Finance Index,"2,498.90",54.50,2.22,"454,901,495.00"
Hotels And Tourism,"7,253.52",29.68,0.41,"87,869,469.70"
HydroPower Index,"3,502.12",16.40,0.47,"2,842,821,018.00"
Investment,104.66,0.61,0.58,"183,143,763.10"
Life Insurance,"12,914.08",76.77,0.59,"173,815,478.80"
Manufacturing And Processing,"9,240.28",60.05,0.65,"616,264,115.30"
Microfinance Index,"4,855.80",18.78,0.38,"217,312,317.83"
Mutual Fund,21.18,0.00,0.01,"7,821,278.28"
Non Life Insurance,"11,028.51",45.91,0.41,"88,037,557.10"
Others Index,"2,329.16",27.44,1.19,"202,726,411.00"
Trading Index,"3,681.36",40.91,1.12,"65,436,901.50"
