Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,858.89",3.83,0.21,"886,098,568.37"
Sensitive Index,363.97,1.15,0.32,"354,407,280.40"
Float Index,130.45,0.24,0.18,"864,690,702.50"
Sensitive Float Index,119.48,0.17,0.14,"353,670,001.90"
Banking SubIndex,"1,265.45",-0.35,-0.03,"231,265,751.90"
Development Bank Index,"3,289.99",15.29,0.47,"36,871,764.30"
Finance Index,"1,488.72",6.00,0.40,"29,614,808.80"
Hotels And Tourism,"2,688.38",4.19,0.16,"7,912,681.30"
HydroPower Index,"1,948.99",-1.00,-0.05,"199,785,535.90"
Investment,55.28,0.15,0.27,"22,722,486.30"
Life Insurance,"9,052.98",28.59,0.32,"33,364,249.60"
Manufacturing And Processing,"4,909.00",10.38,0.21,"75,962,596.60"
Microfinance Index,"4,235.45",-13.73,-0.32,"145,727,476.50"
Mutual Fund,13.16,0.01,0.04,"1,831,413.23"
Non Life Insurance,"7,409.31",13.28,0.18,"25,350,492.20"
Others Index,"1,471.54",28.13,1.95,"53,974,097.10"
Trading Index,"1,825.70",-0.84,-0.05,"2,138,762.00"
