Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,036.01",9.19,0.45,"4,143,783,989.11"
Sensitive Index,360.15,0.75,0.21,"892,304,674.40"
Float Index,137.83,0.65,0.48,"4,054,457,470.40"
Sensitive Float Index,117.64,0.33,0.28,"860,602,293.80"
Banking SubIndex,"1,059.66",3.48,0.32,"199,470,193.70"
Development Bank Index,"4,010.66",27.04,0.67,"235,817,237.50"
Finance Index,"2,066.85",56.22,2.79,"947,780,946.50"
Hotels And Tourism,"5,205.14",-35.81,-0.68,"121,715,505.50"
HydroPower Index,"2,482.85",18.87,0.76,"917,731,066.00"
Investment,76.10,0.52,0.69,"109,731,691.30"
Life Insurance,"10,359.10",50.83,0.49,"363,228,825.30"
Manufacturing And Processing,"6,742.28",-100.53,-1.46,"270,822,131.50"
Microfinance Index,"4,051.49",-46.75,-1.14,"487,923,847.80"
Mutual Fund,18.40,0.09,0.50,"2,484,744.41"
Non Life Insurance,"10,629.99",105.32,1.00,"172,600,191.80"
Others Index,"1,709.05",40.51,2.42,"278,624,935.60"
Trading Index,"2,751.20",11.05,0.40,"12,837,985.20"
