Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,612.65",41.84,1.63,"2,996,819,683.00"
Sensitive Index,492.02,7.04,1.45,"2,886,030,000.00"
Float Index,183.36,3.16,1.75,"2,797,470,000.00"
Sensitive Float Index,166.04,2.67,1.64,"2,094,820,000.00"
Banking SubIndex,"1,855.32",18.74,1.02,"610,349,000.00"
Development Bank Index,"4,663.33",140.91,3.12,"757,977,000.00"
Finance Index,"2,180.22",86.98,4.16,"245,967,000.00"
Hotels And Tourism,"3,036.20",36.50,1.22,"13,109,600.00"
HydroPower Index,"2,702.38",60.44,2.29,"614,204,000.00"
Investment,83.87,0.89,1.07,"98,352,300.00"
Life Insurance,"14,609.49",307.66,2.15,"159,787,000.00"
Manufacturing And Processing,"6,259.00",107.75,1.75,"85,395,000.00"
Microfinance Index,"5,101.68",136.40,2.75,"585,007,000.00"
Mutual Fund,14.89,0.13,0.88,"9,926,390.00"
Non Life Insurance,"11,599.28",265.68,2.34,"249,776,000.00"
Others Index,"1,701.90",10.81,0.64,"152,831,000.00"
Trading Index,"2,994.72",-56.05,-1.84,"16,411,200.00"
