Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,967.97",9.24,0.47,"1,189,931,385.36"
Sensitive Index,374.90,0.51,0.13,"347,470,909.80"
Float Index,136.74,0.63,0.46,"1,173,907,031.30"
Sensitive Float Index,123.82,0.05,0.04,"346,129,079.60"
Banking SubIndex,"1,232.17",-0.07,0.00,"202,505,811.70"
Development Bank Index,"3,791.47",22.55,0.59,"61,647,277.00"
Finance Index,"1,731.02",17.96,1.04,"39,834,652.50"
Hotels And Tourism,"5,273.39",78.95,1.52,"39,173,958.40"
HydroPower Index,"2,135.19",28.86,1.37,"342,448,422.70"
Investment,67.75,0.23,0.34,"27,933,872.70"
Life Insurance,"10,521.96",52.48,0.50,"203,977,842.70"
Manufacturing And Processing,"5,159.11",16.43,0.31,"76,011,240.60"
Microfinance Index,"3,641.11",17.96,0.49,"76,430,697.10"
Mutual Fund,18.74,0.00,0.05,"7,955,449.17"
Non Life Insurance,"10,353.74",61.89,0.60,"68,443,067.10"
Others Index,"1,429.20",4.77,0.33,"21,272,370.00"
Trading Index,"2,882.32",23.52,0.82,"14,227,818.80"
