Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,332.31",17.31,0.75,"6,314,664,167.00"
Sensitive Index,445.60,2.18,0.49,"6,534,190,000.00"
Float Index,159.06,1.15,0.73,"6,122,000,000.00"
Sensitive Float Index,142.90,0.56,0.40,"5,272,520,000.00"
Banking SubIndex,"1,738.37",2.81,0.16,"1,826,480,000.00"
Development Bank Index,"2,547.52",50.45,2.02,"1,259,580,000.00"
Finance Index,"1,041.40",22.58,2.22,"649,989,000.00"
Hotels And Tourism,"2,055.06",113.00,5.82,"78,470,500.00"
HydroPower Index,"1,764.61",-11.52,-0.65,"321,327,000.00"
Life Insurance,"15,074.50",199.47,1.34,"721,310,000.00"
Manufacturing And Processing,"6,045.24",21.40,0.36,"187,019,000.00"
Microfinance Index,"3,833.50",100.10,2.68,"967,759,000.00"
Mutual Fund,12.24,0.25,2.12,"33,067,100.00"
Non Life Insurance,"10,880.99",126.13,1.17,"1,609,800,000.00"
Others Index,"1,861.82",11.42,0.62,"526,626,000.00"
Trading Index,"2,934.34",181.04,6.58,"35,096,800.00"
