Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,083.04",13.51,0.65,"4,311,015,629.95"
Sensitive Index,371.65,1.45,0.39,"1,073,305,615.40"
Float Index,141.39,1.20,0.85,"4,225,088,143.20"
Sensitive Float Index,121.88,0.89,0.73,"1,062,548,283.30"
Banking SubIndex,"1,131.72",12.46,1.11,"259,026,501.30"
Development Bank Index,"4,063.93",9.12,0.22,"157,244,428.30"
Finance Index,"2,195.63",46.80,2.17,"900,843,426.40"
Hotels And Tourism,"5,365.89",24.60,0.46,"177,999,607.20"
HydroPower Index,"2,517.01",31.52,1.26,"1,327,827,087.30"
Investment,75.87,-0.17,-0.23,"298,898,111.10"
Life Insurance,"10,170.74",78.60,0.77,"170,227,051.50"
Manufacturing And Processing,"6,586.55",-162.39,-2.40,"184,063,559.70"
Microfinance Index,"4,380.72",22.81,0.52,"497,770,259.90"
Mutual Fund,18.82,-0.01,-0.05,"2,393,795.55"
Non Life Insurance,"10,645.97",71.49,0.67,"95,208,206.20"
Others Index,"1,652.02",15.80,0.96,"169,297,831.00"
Trading Index,"2,929.59",180.36,6.56,"32,862,773.90"
