Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,679.95",63.01,2.41,"4,320,269,828.00"
Sensitive Index,503.72,15.85,3.25,"4,485,950,000.00"
Float Index,184.74,5.14,2.86,"4,236,920,000.00"
Sensitive Float Index,164.71,6.28,3.96,"3,175,600,000.00"
Banking SubIndex,"1,825.13",63.67,3.61,"1,132,630,006.90"
Development Bank Index,"4,675.31",232.41,5.23,"530,061,578.50"
Finance Index,"2,209.83",79.01,3.71,"297,068,007.90"
Hotels And Tourism,"3,153.27",64.09,2.07,"20,645,033.80"
HydroPower Index,"2,900.37",87.54,3.11,"819,313,524.90"
Investment,83.43,2.54,3.14,"148,591,038.30"
Life Insurance,"14,809.55",160.52,1.10,"239,563,819.30"
Manufacturing And Processing,"7,155.41",-42.71,-0.59,"212,130,418.90"
Microfinance Index,"5,269.78",91.51,1.77,"532,382,530.70"
Mutual Fund,15.31,0.26,1.71,"9,726,941.58"
Non Life Insurance,"12,123.81",40.97,0.34,"216,840,498.30"
Others Index,"1,988.74",-6.70,-0.34,"64,279,414.80"
Trading Index,"2,890.41",56.05,1.98,"23,415,428.60"
