Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,757.40",-2.61,-0.09,"6,737,148,150.66"
Sensitive Index,471.13,-0.78,-0.16,"2,533,650,628.50"
Float Index,188.91,-0.27,-0.14,"6,606,133,768.30"
Sensitive Float Index,160.94,-0.32,-0.20,"2,533,650,628.50"
Banking SubIndex,"1,451.87",0.67,0.04,"669,452,807.10"
Development Bank Index,"5,909.18",-37.32,-0.62,"289,078,500.90"
Finance Index,"2,429.78",-10.22,-0.41,"165,126,745.00"
Hotels And Tourism,"7,529.75",81.16,1.08,"99,077,166.10"
HydroPower Index,"3,807.64",5.98,0.15,"3,245,008,606.50"
Investment,105.34,-0.49,-0.46,"353,849,086.60"
Life Insurance,"12,698.52",-58.09,-0.45,"161,374,628.70"
Manufacturing And Processing,"10,753.83",-5.52,-0.05,"882,151,427.00"
Microfinance Index,"4,881.91",-9.71,-0.19,"276,873,186.80"
Mutual Fund,21.73,-0.12,-0.55,"16,078,126.66"
Non Life Insurance,"11,024.09",-36.93,-0.33,"89,435,030.70"
Others Index,"2,102.04",14.95,0.71,"356,267,643.70"
Trading Index,"3,793.86",-72.83,-1.88,"18,438,939.20"
