Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,226.15",-25.30,-2.02,"104,372,646.00"
Sensitive Index,265.67,-5.39,-1.99,"100,241,000.00"
Float Index,86.74,-1.82,-2.06,"99,570,200.00"
Sensitive Float Index,87.32,-1.76,-1.98,"99,329,800.00"
Banking SubIndex,"1,067.15",-26.11,-2.39,"2,991,530.00"
Development Bank Index,"1,695.65",-15.36,-0.90,"5,756,360.00"
Finance Index,632.86,-3.26,-0.51,"88,934,800.00"
Hotels And Tourism,"1,560.08",-3.38,-0.22,"28,020.00"
HydroPower Index,917.70,-15.36,-1.65,"296,404.00"
Life Insurance,"6,639.42",-157.78,-2.32,"561,150.00"
Manufacturing And Processing,"2,424.86",-34.46,-1.40,"302,276.00"
Microfinance Index,"2,032.25",-18.05,-0.88,"5,073,400.00"
Mutual Fund,9.68,-0.01,-0.10,"3,925.00"
Non Life Insurance,"5,199.42",-72.33,-1.37,"1,247,580.00"
Others Index,660.52,-19.41,-2.85,"89,068,000.00"
