Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,662.91",-8.16,-0.30,"7,942,760,220.64"
Sensitive Index,455.66,-1.06,-0.23,"2,778,230,082.90"
Float Index,183.27,-0.56,-0.30,"7,883,996,231.10"
Sensitive Float Index,155.49,-0.41,-0.26,"2,778,230,082.90"
Banking SubIndex,"1,363.96",-0.76,-0.05,"300,987,262.00"
Development Bank Index,"5,670.10",-26.66,-0.46,"204,659,257.90"
Finance Index,"2,470.57",13.79,0.56,"263,866,215.30"
Hotels And Tourism,"7,246.09",31.63,0.43,"121,048,694.30"
HydroPower Index,"3,556.32",-36.73,-1.02,"5,207,532,890.80"
Investment,103.81,-0.63,-0.60,"268,049,488.50"
Life Insurance,"12,701.08",-58.05,-0.45,"151,075,356.50"
Manufacturing And Processing,"9,151.10",44.83,0.49,"791,931,010.50"
Microfinance Index,"4,856.71",-11.42,-0.23,"238,187,251.90"
Mutual Fund,21.25,-0.04,-0.21,"5,436,731.04"
Non Life Insurance,"10,938.65",-51.13,-0.46,"91,845,591.80"
Others Index,"2,315.85",-1.73,-0.07,"236,011,203.10"
Trading Index,"3,732.52",-25.57,-0.68,"8,802,008.50"
