Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,079.71",-5.58,-0.26,"3,992,976,492.79"
Sensitive Index,371.61,-0.41,-0.11,"1,163,916,959.94"
Float Index,140.97,-0.48,-0.34,"3,930,543,542.14"
Sensitive Float Index,121.65,-0.21,-0.17,"1,158,373,826.34"
Banking SubIndex,"1,117.19",-7.45,-0.66,"177,399,050.60"
Development Bank Index,"4,062.02",-12.61,-0.30,"155,930,195.40"
Finance Index,"2,204.09",2.09,0.09,"486,970,213.40"
Hotels And Tourism,"5,295.93",-29.89,-0.56,"95,600,552.50"
HydroPower Index,"2,482.30",-16.16,-0.64,"976,883,469.05"
Investment,76.28,0.00,0.00,"475,226,541.50"
Life Insurance,"10,142.86",-55.48,-0.54,"97,641,264.80"
Manufacturing And Processing,"6,596.77",28.06,0.42,"198,726,820.59"
Microfinance Index,"4,614.03",60.07,1.31,"1,018,430,344.60"
Mutual Fund,19.68,0.92,4.92,"3,023,143.15"
Non Life Insurance,"10,608.32",-26.22,-0.24,"107,972,932.00"
Others Index,"1,630.55",-11.26,-0.68,"135,495,616.10"
Trading Index,"2,976.63",-31.25,-1.03,"36,925,259.90"
