Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,947.42",71.43,2.48,"9,440,035,244.00"
Sensitive Index,548.29,13.03,2.43,"10,437,400,000.00"
Float Index,206.13,4.91,2.44,"9,338,880,000.00"
Sensitive Float Index,184.46,4.72,2.62,"6,582,380,000.00"
Banking SubIndex,"1,956.43",24.20,1.25,"1,098,570,000.00"
Development Bank Index,"5,609.02",273.52,5.13,"1,906,440,000.00"
Finance Index,"2,932.90",114.97,4.08,"835,766,000.00"
Hotels And Tourism,"3,551.09",77.48,2.23,"61,018,300.00"
HydroPower Index,"3,567.94",213.54,6.37,"4,197,010,000.00"
Investment,103.87,2.35,2.31,"290,311,000.00"
Life Insurance,"16,480.21",297.71,1.84,"290,920,000.00"
Manufacturing And Processing,"6,946.19",299.69,4.51,"256,027,000.00"
Microfinance Index,"5,578.75",113.65,2.08,"794,470,000.00"
Mutual Fund,15.87,-0.05,-0.29,"45,595,900.00"
Non Life Insurance,"13,420.76",424.77,3.27,"594,194,000.00"
Others Index,"1,889.44",18.22,0.97,"389,131,000.00"
Trading Index,"3,400.80",42.00,1.25,"12,179,700.00"
