Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,689.22",27.14,1.01,"8,544,357,887.81"
Sensitive Index,450.52,4.07,0.91,"2,636,618,871.80"
Float Index,181.16,1.99,1.11,"8,401,525,818.10"
Sensitive Float Index,151.50,1.41,0.94,"2,636,618,871.80"
Banking SubIndex,"1,361.68",6.56,0.48,"307,825,278.60"
Development Bank Index,"5,539.26",133.25,2.46,"575,251,758.30"
Finance Index,"2,566.22",40.36,1.59,"180,420,439.50"
Hotels And Tourism,"6,575.61",128.44,1.99,"83,703,515.90"
HydroPower Index,"3,480.70",50.62,1.47,"4,577,330,121.90"
Investment,114.24,3.02,2.71,"1,285,276,566.80"
Life Insurance,"13,297.48",107.18,0.81,"370,775,475.60"
Manufacturing And Processing,"7,100.73",85.60,1.22,"174,169,572.10"
Microfinance Index,"4,837.81",29.22,0.60,"234,558,433.40"
Mutual Fund,19.33,-0.01,-0.07,"6,033,517.61"
Non Life Insurance,"12,406.17",132.02,1.07,"95,596,067.10"
Others Index,"2,429.35",14.89,0.61,"502,987,332.40"
Trading Index,"4,560.43",-29.70,-0.64,"13,631,256.50"
