Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,632.17",31.44,1.97,"4,460,536,251.00"
Sensitive Index,347.68,10.71,3.19,"4,777,270,000.00"
Float Index,115.70,2.65,2.35,"4,399,200,000.00"
Sensitive Float Index,115.79,4.10,3.68,"4,146,150,000.00"
Banking SubIndex,"1,440.15",77.50,5.71,"2,033,380,000.00"
Development Bank Index,"2,063.70",34.77,1.72,"815,970,000.00"
Finance Index,712.66,-9.12,-1.26,"361,045,000.00"
Hotels And Tourism,"2,007.78",-26.65,-1.31,"28,777,100.00"
HydroPower Index,"1,102.30",-20.93,-1.86,"140,884,000.00"
Life Insurance,"9,741.31",-195.22,-1.97,"725,718,000.00"
Manufacturing And Processing,"3,243.16",-36.26,-1.12,"270,724,000.00"
Microfinance Index,"2,747.30",-58.82,-2.10,"509,217,000.00"
Mutual Fund,10.76,-0.20,-1.83,"9,729,890.00"
Non Life Insurance,"7,355.16",-184.09,-2.43,"1,083,720,000.00"
Others Index,799.42,-21.66,-2.64,"80,908,800.00"
Trading Index,943.79,-61.63,-6.21,"7,366,970.00"
