Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,488.09",2.15,0.08,"13,915,535,440.97"
Sensitive Index,448.79,-0.89,-0.19,"4,272,657,906.40"
Float Index,170.13,-0.32,-0.19,"13,760,436,978.22"
Sensitive Float Index,148.35,-0.72,-0.48,"4,243,170,621.80"
Banking SubIndex,"1,397.44",-17.42,-1.23,"2,136,009,482.20"
Development Bank Index,"4,945.28",-31.58,-0.63,"872,427,174.40"
Finance Index,"2,824.83",20.16,0.71,"966,512,235.10"
Hotels And Tourism,"6,390.52",-14.04,-0.21,"344,979,006.30"
HydroPower Index,"3,079.09",52.87,1.74,"4,746,082,768.12"
Investment,90.17,-0.42,-0.47,"787,592,100.40"
Life Insurance,"11,651.35",1.62,0.01,"694,720,510.50"
Manufacturing And Processing,"7,542.58",160.07,2.16,"956,963,936.00"
Microfinance Index,"5,215.15",-28.08,-0.53,"1,077,754,437.40"
Mutual Fund,21.01,0.16,0.78,"53,571,586.26"
Non Life Insurance,"11,994.17",-8.35,-0.06,"452,778,694.90"
Others Index,"1,881.64",26.62,1.43,"734,497,553.00"
Trading Index,"3,679.06",67.45,1.86,"66,487,719.20"
