Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,342.40",2.11,0.16,"1,088,716,118.00"
Sensitive Index,282.23,0.81,0.29,"967,894,000.00"
Float Index,93.81,0.14,0.15,"943,542,000.00"
Sensitive Float Index,92.40,0.35,0.38,"808,920,000.00"
Banking SubIndex,"1,124.53",1.19,0.11,"268,116,000.00"
Development Bank Index,"1,706.20",3.08,0.18,"240,446,000.00"
Finance Index,655.72,-3.97,-0.60,"67,896,100.00"
Hotels And Tourism,"1,457.87",-16.50,-1.12,"2,807,510.00"
HydroPower Index,958.34,1.66,0.17,"25,223,000.00"
Life Insurance,"8,150.17",-54.45,-0.66,"145,348,000.00"
Manufacturing And Processing,"2,751.49",14.03,0.51,"68,823,200.00"
Microfinance Index,"2,383.84",51.35,2.20,"218,402,000.00"
Mutual Fund,10.11,0.20,2.02,"6,627,380.00"
Non Life Insurance,"6,242.68",4.57,0.07,"210,400,000.00"
Others Index,759.79,-3.90,-0.51,"117,892,000.00"
Trading Index,877.71,16.43,1.91,"358,410.00"
