Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,823.06",3.07,0.11,"13,175,353,188.00"
Sensitive Index,508.49,1.31,0.26,"14,234,200,000.00"
Float Index,194.37,0.13,0.06,"12,927,600,000.00"
Sensitive Float Index,165.31,0.01,0.01,"10,256,900,000.00"
Banking SubIndex,"1,889.09",4.08,0.22,"3,462,440,000.00"
Development Bank Index,"3,389.29",-32.90,-0.96,"2,565,940,000.00"
Finance Index,"1,615.52",-36.42,-2.20,"1,253,460,000.00"
Hotels And Tourism,"3,431.18",-17.00,-0.49,"64,302,300.00"
HydroPower Index,"2,820.14",5.20,0.18,"1,866,590,000.00"
Investment,104.56,1.41,1.37,"1,560,740,000.00"
Life Insurance,"18,140.68",-55.61,-0.31,"800,094,000.00"
Manufacturing And Processing,"5,840.37",-47.82,-0.81,"119,096,000.00"
Microfinance Index,"5,624.43",-5.37,-0.10,"1,241,180,000.00"
Mutual Fund,14.02,0.09,0.63,"29,429,400.00"
Non Life Insurance,"14,366.17",196.64,1.39,"2,032,020,000.00"
Others Index,"2,250.06",-9.31,-0.41,"1,925,080,000.00"
Trading Index,"4,139.66",-57.60,-1.37,"42,418,200.00"
