Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,738.06",62.54,2.33,"9,771,124,073.54"
Sensitive Index,487.10,9.91,2.07,"3,506,495,792.50"
Float Index,188.43,4.11,2.23,"9,373,431,127.60"
Sensitive Float Index,160.77,3.09,1.96,"3,506,495,792.50"
Banking SubIndex,"1,531.57",24.44,1.62,"711,415,433.80"
Development Bank Index,"5,488.43",145.18,2.71,"542,839,875.20"
Finance Index,"3,584.23",86.79,2.48,"1,288,507,957.10"
Hotels And Tourism,"6,873.54",65.58,0.96,"138,829,928.20"
HydroPower Index,"3,520.12",143.83,4.26,"4,090,048,587.80"
Investment,107.44,2.68,2.56,"326,806,804.60"
Life Insurance,"13,487.52",286.05,2.16,"438,470,913.70"
Manufacturing And Processing,"7,118.22",161.92,2.32,"239,266,419.50"
Microfinance Index,"5,036.72",75.39,1.51,"456,172,354.30"
Mutual Fund,21.69,0.13,0.62,"23,475,064.55"
Non Life Insurance,"13,548.20",259.52,1.95,"785,128,979.20"
Others Index,"2,114.34",52.08,2.52,"380,394,792.60"
Trading Index,"3,635.00",41.54,1.15,"25,405,138.00"
