Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,067.17",56.72,2.82,"7,204,136,923.00"
Sensitive Index,388.16,6.04,1.58,"7,113,250,000.00"
Float Index,139.81,3.48,2.55,"7,140,990,000.00"
Sensitive Float Index,123.55,1.91,1.57,"6,082,570,000.00"
Banking SubIndex,"1,503.64",22.10,1.49,"1,984,030,000.00"
Development Bank Index,"2,221.84",56.52,2.61,"1,152,940,000.00"
Finance Index,891.23,3.34,0.38,"412,782,000.00"
Hotels And Tourism,"2,021.58",36.16,1.82,"27,324,900.00"
HydroPower Index,"1,723.86",5.00,-1.21,"316,668,000.00"
Life Insurance,"13,641.42","1,033.12",8.19,"1,692,840,000.00"
Manufacturing And Processing,"4,930.19",106.05,2.20,"364,800,000.00"
Microfinance Index,"3,211.75",136.21,4.43,"785,593,000.00"
Mutual Fund,11.50,0.15,1.35,"21,582,600.00"
Non Life Insurance,"10,019.41",379.14,3.93,"2,453,230,000.00"
Others Index,"1,740.74",63.39,3.78,"847,773,000.00"
Trading Index,"2,106.94",161.76,8.32,"19,292,800.00"
