Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,415.55",56.73,2.41,"2,383,259,847.00"
Sensitive Index,462.52,11.34,2.51,"2,611,570,000.00"
Float Index,166.00,3.78,2.33,"2,360,740,000.00"
Sensitive Float Index,148.68,3.38,2.33,"1,824,590,000.00"
Banking SubIndex,"1,675.56",32.91,2.00,"623,772,328.30"
Development Bank Index,"4,187.29",137.88,3.41,"163,914,167.90"
Finance Index,"2,124.70",37.92,1.82,"271,071,330.30"
Hotels And Tourism,"2,892.15",54.03,1.90,"7,686,576.60"
HydroPower Index,"2,697.05",94.51,3.63,"477,171,883.30"
Investment,75.05,1.42,1.93,"97,342,799.70"
Life Insurance,"12,610.32",206.58,1.67,"84,664,703.10"
Manufacturing And Processing,"5,903.42",170.10,2.97,"166,745,859.00"
Microfinance Index,"4,621.49",90.71,2.00,"248,278,360.70"
Mutual Fund,14.80,0.12,0.84,"4,455,235.99"
Non Life Insurance,"10,232.43",204.34,2.04,"71,298,648.60"
Others Index,"1,885.56",70.49,3.88,"142,479,460.50"
Trading Index,"2,463.85",69.82,2.92,"6,317,458.00"
