Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,672.55",31.12,1.17,"8,402,797,775.59"
Sensitive Index,459.43,4.70,1.03,"3,118,579,008.60"
Float Index,183.65,2.41,1.33,"8,357,375,976.00"
Sensitive Float Index,156.70,1.74,1.12,"3,118,579,008.60"
Banking SubIndex,"1,381.11",11.66,0.85,"445,825,412.00"
Development Bank Index,"5,747.37",169.52,3.03,"702,418,771.30"
Finance Index,"2,562.15",138.88,5.73,"1,219,564,180.60"
Hotels And Tourism,"7,187.02",142.64,2.02,"335,710,271.30"
HydroPower Index,"3,405.86",23.76,0.70,"2,948,360,160.40"
Investment,103.05,0.95,0.93,"311,212,627.20"
Life Insurance,"13,029.39",162.00,1.25,"261,220,355.70"
Manufacturing And Processing,"9,035.10",213.79,2.42,"1,244,532,766.00"
Microfinance Index,"4,952.24",64.06,1.31,"358,175,986.20"
Mutual Fund,20.82,0.10,0.51,"11,973,471.24"
Non Life Insurance,"11,024.53",75.50,0.68,"120,020,125.80"
Others Index,"2,368.42",10.68,0.45,"401,720,136.40"
Trading Index,"3,830.58",20.57,0.54,"8,615,183.10"
