Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,772.17",57.55,2.12,"13,785,729,645.05"
Sensitive Index,473.48,8.05,1.73,"4,384,892,962.80"
Float Index,190.87,3.92,2.10,"13,499,346,642.10"
Sensitive Float Index,161.74,2.82,1.77,"4,384,892,962.80"
Banking SubIndex,"1,416.57",24.91,1.79,"767,796,027.80"
Development Bank Index,"5,983.21",99.09,1.68,"895,156,615.60"
Finance Index,"2,649.75",45.29,1.73,"879,765,832.10"
Hotels And Tourism,"7,627.36",247.25,3.35,"383,461,775.20"
HydroPower Index,"3,591.43",95.99,2.74,"6,468,522,379.60"
Investment,108.08,2.99,2.84,"578,844,480.60"
Life Insurance,"13,497.25",268.68,2.03,"506,125,157.50"
Manufacturing And Processing,"9,517.20",275.29,2.97,"1,366,303,097.10"
Microfinance Index,"5,115.54",81.10,1.61,"503,710,291.70"
Mutual Fund,21.09,0.20,0.97,"20,187,669.85"
Non Life Insurance,"11,420.39",220.75,1.97,"271,193,703.30"
Others Index,"2,455.89",37.96,1.57,"859,800,467.50"
Trading Index,"3,805.31",56.93,1.51,"18,666,814.10"
