Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,068.45",7.04,0.34,"6,862,445,215.00"
Sensitive Index,390.51,-1.24,-0.32,"7,003,460,000.00"
Float Index,141.69,0.99,0.70,"6,822,150,000.00"
Sensitive Float Index,125.63,-0.11,-0.09,"6,246,170,000.00"
Banking SubIndex,"1,565.18",24.27,1.58,"2,385,530,000.00"
Development Bank Index,"2,172.76",-17.76,-0.81,"624,125,000.00"
Finance Index,877.22,-6.63,-0.75,"424,585,000.00"
Hotels And Tourism,"1,902.93",-18.30,-0.95,"8,977,910.00"
HydroPower Index,"1,626.89",-22.07,-1.34,"231,255,000.00"
Life Insurance,"14,136.05",394.07,2.87,"2,324,040,000.00"
Manufacturing And Processing,"4,890.75",-24.65,-0.50,"271,147,000.00"
Microfinance Index,"3,263.05",-30.92,-0.94,"432,840,000.00"
Mutual Fund,11.38,0.07,0.62,"13,583,700.00"
Non Life Insurance,"9,683.43",-53.05,-0.54,"2,853,930,000.00"
Others Index,"1,604.52",-36.34,-2.21,"427,395,000.00"
Trading Index,"1,961.45",-10.82,-0.55,"5,224,940.00"
