Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,804.17",-2.95,-0.10,"7,813,947,342.89"
Sensitive Index,471.22,0.65,0.13,"2,232,993,075.11"
Float Index,189.65,0.00,0.00,"7,710,136,701.01"
Sensitive Float Index,159.30,0.32,0.20,"2,232,993,075.11"
Banking SubIndex,"1,454.83",1.91,0.13,"627,466,692.91"
Development Bank Index,"5,971.63",-16.72,-0.27,"541,470,886.60"
Finance Index,"2,421.50",14.13,0.58,"144,485,514.30"
Hotels And Tourism,"8,258.24",-199.74,-2.36,"383,469,908.30"
HydroPower Index,"4,031.94",-2.56,-0.06,"3,814,096,092.90"
Investment,104.83,0.10,0.09,"253,566,741.60"
Life Insurance,"12,631.88",-31.97,-0.25,"166,033,595.90"
Manufacturing And Processing,"11,554.91",29.80,0.25,"1,036,008,468.00"
Microfinance Index,"4,868.93",-7.64,-0.15,"227,833,453.80"
Mutual Fund,21.80,-0.08,-0.40,"6,578,105.68"
Non Life Insurance,"11,020.28",42.73,0.38,"117,933,712.00"
Others Index,"2,050.88",-0.57,-0.02,"392,477,520.30"
Trading Index,"3,783.02",-42.21,-1.10,"5,294,114.40"
