Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,980.78",161.94,5.74,"9,826,222,807.00"
Sensitive Index,553.40,31.41,6.02,"10,240,800,000.00"
Float Index,208.91,11.23,5.68,"9,748,290,000.00"
Sensitive Float Index,186.63,10.44,5.93,"7,191,750,000.00"
Banking SubIndex,"1,998.80",78.20,4.07,"1,863,310,000.00"
Development Bank Index,"5,576.89",503.36,9.92,"2,133,940,000.00"
Finance Index,"3,000.86",256.22,9.34,"1,357,040,000.00"
Hotels And Tourism,"3,655.27",194.83,5.63,"64,789,700.00"
HydroPower Index,"3,396.76",283.50,9.11,"2,687,380,000.00"
Investment,104.38,6.67,6.83,"408,390,000.00"
Life Insurance,"16,848.15",817.40,5.10,"461,267,000.00"
Manufacturing And Processing,"6,972.40",398.11,6.06,"358,912,000.00"
Microfinance Index,"5,698.20",241.00,4.42,"825,376,000.00"
Mutual Fund,16.07,0.17,1.06,"44,918,300.00"
Non Life Insurance,"13,620.41",643.63,4.96,"788,557,000.00"
Others Index,"1,942.21",150.25,8.38,"564,638,000.00"
Trading Index,"3,494.60",133.03,3.96,"21,309,200.00"
