Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,718.16",6.94,0.25,"2,931,968,877.56"
Sensitive Index,464.08,0.95,0.20,"1,170,431,556.20"
Float Index,184.26,0.30,0.16,"2,880,025,017.50"
Sensitive Float Index,156.37,0.22,0.14,"1,170,431,556.20"
Banking SubIndex,"1,435.30",4.72,0.33,"271,444,407.60"
Development Bank Index,"5,809.86",17.06,0.29,"121,764,481.10"
Finance Index,"2,334.43",-1.97,-0.08,"98,706,126.00"
Hotels And Tourism,"7,821.79",16.34,0.20,"72,852,397.30"
HydroPower Index,"3,786.01",0.33,0.00,"1,266,662,213.60"
Investment,101.45,-0.07,-0.07,"230,529,003.70"
Life Insurance,"12,350.88",37.55,0.30,"64,004,521.20"
Manufacturing And Processing,"11,131.03",-9.08,-0.08,"335,376,383.40"
Microfinance Index,"4,805.13",17.14,0.35,"205,119,299.20"
Mutual Fund,21.71,-0.03,-0.16,"4,243,014.77"
Non Life Insurance,"10,576.80",-60.16,-0.56,"38,402,595.70"
Others Index,"1,988.98",16.40,0.83,"172,583,579.70"
Trading Index,"3,756.66",58.27,1.57,"2,580,009.00"
