Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,856.67",29.55,1.05,"16,907,020,286.00"
Sensitive Index,513.11,7.96,1.58,"15,874,300,000.00"
Float Index,197.23,2.76,1.42,"16,448,600,000.00"
Sensitive Float Index,169.39,3.49,2.10,"12,346,800,000.00"
Banking SubIndex,"1,907.46",50.25,2.71,"4,673,360,000.00"
Development Bank Index,"4,050.32",146.02,3.74,"4,191,400,000.00"
Finance Index,"1,942.51",62.85,3.34,"1,788,530,000.00"
Hotels And Tourism,"3,642.59",117.11,3.32,"138,280,000.00"
HydroPower Index,"2,880.97",-60.03,-2.04,"2,331,990,000.00"
Investment,101.59,0.07,0.07,"619,933,000.00"
Life Insurance,"18,406.63",5.12,0.03,"945,420,000.00"
Manufacturing And Processing,"5,922.04",71.24,1.22,"388,584,000.00"
Microfinance Index,"5,447.85",40.35,0.75,"1,588,120,000.00"
Mutual Fund,14.91,0.19,1.29,"54,719,000.00"
Non Life Insurance,"14,702.47",-113.30,-0.76,"1,708,380,000.00"
Others Index,"2,208.93",-15.91,-0.72,"1,787,820,000.00"
Trading Index,"4,225.26",-9.68,-0.23,"43,673,300.00"
