Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,087.27",25.21,1.22,"5,703,469,837.00"
Sensitive Index,398.70,7.40,1.89,"5,880,060,000.00"
Float Index,141.92,1.73,1.23,"5,644,250,000.00"
Sensitive Float Index,127.90,2.36,1.88,"4,942,000,000.00"
Banking SubIndex,"1,585.22",30.57,1.97,"2,214,250,000.00"
Development Bank Index,"2,129.45",14.31,0.68,"629,991,000.00"
Finance Index,869.43,4.29,0.50,"543,151,000.00"
Hotels And Tourism,"1,884.13",1.31,0.07,"9,967,300.00"
HydroPower Index,"1,582.69",4.80,0.30,"273,560,000.00"
Life Insurance,"13,471.54",172.71,1.30,"696,696,000.00"
Manufacturing And Processing,"5,446.25",2.45,0.05,"739,975,000.00"
Microfinance Index,"3,285.83",0.18,0.01,"499,587,000.00"
Mutual Fund,11.51,0.00,0.01,"20,727,900.00"
Non Life Insurance,"9,440.04",-96.43,-1.01,"966,744,000.00"
Others Index,"1,671.92",23.89,1.45,"757,515,000.00"
Trading Index,"2,299.10",187.73,8.89,"43,365,900.00"
