Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,394.77",32.43,2.38,"1,041,770,867.00"
Sensitive Index,295.06,6.82,2.37,"1,020,600,000.00"
Float Index,98.02,2.56,2.68,"1,024,270,000.00"
Sensitive Float Index,97.41,2.69,2.84,"888,202,000.00"
Banking SubIndex,"1,193.99",40.99,3.56,"468,082,000.00"
Development Bank Index,"1,771.48",60.05,3.51,"217,893,000.00"
Finance Index,671.53,16.83,2.57,"136,702,000.00"
Hotels And Tourism,"1,480.00",12.26,0.84,"8,656,840.00"
HydroPower Index,976.10,9.93,1.03,"38,996,100.00"
Life Insurance,"8,218.48",131.15,1.62,"72,166,100.00"
Manufacturing And Processing,"2,747.24",45.55,1.69,"39,521,800.00"
Microfinance Index,"2,445.46",6.47,0.27,"145,754,000.00"
Mutual Fund,10.48,0.03,0.29,"2,085,590.00"
Non Life Insurance,"6,324.55",79.37,1.27,"139,867,000.00"
Others Index,775.31,6.78,0.88,"115,372,000.00"
Trading Index,889.96,13.91,1.59,"2,963,220.00"
