Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,269.30",13.50,1.08,"1,903,142,008.00"
Sensitive Index,273.82,2.03,0.75,"2,229,240,000.00"
Float Index,90.12,0.97,1.09,"1,828,840,000.00"
Sensitive Float Index,90.44,0.66,0.74,"1,719,460,000.00"
Banking SubIndex,"1,120.39",13.65,1.23,"681,334,000.00"
Development Bank Index,"1,717.38",-3.27,-0.19,"323,998,000.00"
Finance Index,636.30,-6.53,-1.02,"185,327,000.00"
Hotels And Tourism,"1,510.46",-4.81,-0.32,"5,909,970.00"
HydroPower Index,937.92,9.15,0.99,"57,013,200.00"
Life Insurance,"6,901.18",140.50,2.08,"213,141,000.00"
Manufacturing And Processing,"2,488.62",-2.19,-0.09,"359,777,000.00"
Microfinance Index,"2,068.24",20.59,1.01,"215,696,000.00"
Mutual Fund,9.69,0.01,0.10,"1,093,770.00"
Non Life Insurance,"5,270.49",77.32,1.49,"337,092,000.00"
Others Index,672.66,5.65,0.85,"56,771,400.00"
Trading Index,774.28,-1.36,-0.18,"4,363,070.00"
