Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,534.37",-27.11,-1.06,"8,146,269,193.00"
Sensitive Index,461.70,-4.03,-0.86,"8,567,570,000.00"
Float Index,172.62,-1.88,-1.08,"8,074,630,000.00"
Sensitive Float Index,148.27,-1.39,-0.93,"6,880,520,000.00"
Banking SubIndex,"1,769.86",-9.42,-0.53,"2,387,510,000.00"
Development Bank Index,"2,601.15",25.52,0.99,"2,176,040,000.00"
Finance Index,"1,164.91",12.72,1.10,"674,904,000.00"
Hotels And Tourism,"2,084.47",-32.86,-1.55,"35,521,400.00"
HydroPower Index,"1,968.65",-29.76,-1.49,"554,187,000.00"
Life Insurance,"18,587.32",-274.03,-1.45,"737,114,000.00"
Manufacturing And Processing,"5,993.50",-98.94,-1.62,"394,239,000.00"
Microfinance Index,"4,480.95",-128.24,-2.78,"1,824,260,000.00"
Mutual Fund,12.13,-0.02,-0.14,"30,243,000.00"
Non Life Insurance,"13,155.29",-237.14,-1.77,"1,662,160,000.00"
Others Index,"2,058.53",-33.68,-1.61,"573,273,000.00"
Trading Index,"3,049.02",-49.49,-1.60,"13,715,800.00"
