Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,169.04",-6.36,-0.29,"5,961,733,122.00"
Sensitive Index,415.15,-0.73,-0.18,"5,683,720,000.00"
Float Index,147.28,-0.46,-0.31,"5,827,210,000.00"
Sensitive Float Index,132.91,-0.06,-0.05,"4,933,160,000.00"
Banking SubIndex,"1,644.94",-11.20,-0.68,"2,086,480,000.00"
Development Bank Index,"2,183.97",8.42,0.39,"718,619,000.00"
Finance Index,882.72,5.63,0.64,"338,455,000.00"
Hotels And Tourism,"1,918.83",-0.15,-0.01,"8,074,470.00"
HydroPower Index,"1,623.76",2.14,0.13,"250,852,000.00"
Life Insurance,"13,946.09",-76.39,-0.54,"748,519,000.00"
Manufacturing And Processing,"5,610.17",-100.52,-1.76,"430,104,000.00"
Microfinance Index,"3,358.70",-4.73,-0.14,"491,685,000.00"
Mutual Fund,11.54,0.00,0.00,"12,357,200.00"
Non Life Insurance,"9,760.93",52.47,0.54,"1,423,360,000.00"
Others Index,"1,785.21",9.85,0.55,"906,773,000.00"
Trading Index,"2,516.90",-3.77,-0.15,"6,025,500.00"
