Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,216.92",16.23,1.35,"1,102,736,748.00"
Sensitive Index,264.81,4.14,1.59,"1,170,750,000.00"
Float Index,90.51,1.31,1.47,"1,093,510,000.00"
Sensitive Float Index,86.32,1.54,1.82,"980,564,000.00"
Banking SubIndex,"1,097.64",19.02,1.76,"579,964,000.00"
Development Bank Index,"1,649.28",26.18,1.61,"275,658,000.00"
Finance Index,579.84,5.02,0.87,"83,081,200.00"
Hotels And Tourism,"1,926.23",-8.37,-0.43,"7,795,010.00"
HydroPower Index,960.90,17.55,1.86,"46,770,500.00"
Life Insurance,"5,959.44",1.05,0.02,"54,200,000.00"
Manufacturing And Processing,"2,396.51",-22.66,-0.94,"23,498,500.00"
Microfinance Index,"1,788.95",32.90,1.87,"215,028,000.00"
Mutual Fund,9.46,0.01,0.11,"1,222,970.00"
Non Life Insurance,"4,670.82",86.56,1.89,"121,025,000.00"
Others Index,659.54,1.51,0.23,"10,619,800.00"
Trading Index,677.87,1.02,0.15,"1,847,860.00"
