Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,953.35",2.99,0.15,"957,060,225.95"
Sensitive Index,382.69,0.08,0.02,"358,752,202.10"
Float Index,138.07,0.35,0.26,"929,534,129.10"
Sensitive Float Index,126.07,0.21,0.17,"358,476,108.10"
Banking SubIndex,"1,366.57",-0.97,-0.07,"214,711,770.00"
Development Bank Index,"3,494.13",28.15,0.81,"70,329,516.00"
Finance Index,"1,637.57",19.58,1.21,"52,870,278.20"
Hotels And Tourism,"2,712.69",-5.13,-0.19,"9,767,609.50"
HydroPower Index,"2,031.36",2.50,0.12,"181,920,638.10"
Investment,57.58,-0.07,-0.12,"26,982,572.00"
Life Insurance,"9,147.80",30.89,0.34,"44,420,622.40"
Manufacturing And Processing,"5,208.25",-1.29,-0.02,"152,075,923.30"
Microfinance Index,"4,395.16",25.30,0.58,"130,900,490.50"
Mutual Fund,13.49,0.04,0.33,"1,123,046.36"
Non Life Insurance,"7,672.01",-14.60,-0.19,"19,076,575.70"
Others Index,"1,468.90",6.95,0.48,"20,564,620.20"
Trading Index,"1,863.24",-14.90,-0.79,"5,913,513.20"
