Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,441.20",-68.47,-4.54,"2,908,472,603.00"
Sensitive Index,308.87,-15.17,-4.68,"3,226,920,000.00"
Float Index,102.31,-4.83,-4.51,"2,881,320,000.00"
Sensitive Float Index,102.55,-5.15,-4.78,"2,731,290,000.00"
Banking SubIndex,"1,281.18",-60.96,-4.54,"1,157,290,000.00"
Development Bank Index,"1,881.87",-72.14,-3.69,"563,858,000.00"
Finance Index,694.28,-14.09,-1.99,"295,686,000.00"
Hotels And Tourism,"1,788.57",-80.03,-4.28,"14,592,100.00"
HydroPower Index,"1,012.80",-29.96,-2.87,"86,535,900.00"
Life Insurance,"8,308.73",-456.96,-5.21,"532,465,000.00"
Manufacturing And Processing,"2,895.68",-88.67,-2.97,"198,966,000.00"
Microfinance Index,"2,257.02",-148.25,-6.16,"384,894,000.00"
Mutual Fund,10.52,-0.12,-1.13,"2,214,820.00"
Non Life Insurance,"6,266.30",-406.95,-6.10,"792,729,000.00"
Others Index,723.76,-28.49,-3.79,"59,652,500.00"
Trading Index,873.69,-2.97,-0.34,"7,923,620.00"
