Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,628.91",-24.76,-0.93,"11,231,489,964.79"
Sensitive Index,449.48,-3.01,-0.66,"4,940,709,976.70"
Float Index,179.54,-1.44,-0.79,"10,991,937,327.80"
Sensitive Float Index,152.78,-1.01,-0.66,"4,940,709,976.70"
Banking SubIndex,"1,339.10",-6.76,-0.50,"425,989,951.20"
Development Bank Index,"5,316.93",-60.26,-1.12,"401,864,873.20"
Finance Index,"2,364.83",-22.30,-0.93,"172,461,819.90"
Hotels And Tourism,"6,944.16",-67.61,-0.96,"405,699,888.30"
HydroPower Index,"3,626.47",-49.57,-1.34,"7,651,222,577.70"
Investment,109.82,-0.81,-0.73,"447,863,950.00"
Life Insurance,"12,696.72",-52.54,-0.41,"239,916,870.60"
Manufacturing And Processing,"7,121.61",-73.23,-1.01,"332,574,390.80"
Microfinance Index,"4,671.74",-50.11,-1.06,"248,602,069.50"
Mutual Fund,19.18,-0.05,-0.26,"35,218,013.00"
Non Life Insurance,"12,042.08",-41.55,-0.34,"178,256,660.00"
Others Index,"2,284.75",-25.88,-1.12,"466,838,200.00"
Trading Index,"4,128.57",-104.94,-2.47,"20,646,076.60"
