Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,983.95",59.87,3.11,"3,884,396,997.97"
Sensitive Index,386.04,10.59,2.82,"1,392,066,295.50"
Float Index,139.28,3.69,2.72,"3,779,610,859.70"
Sensitive Float Index,127.04,3.28,2.65,"1,386,446,719.70"
Banking SubIndex,"1,354.75",35.07,2.66,"858,574,635.00"
Development Bank Index,"3,515.81",100.39,2.94,"254,316,485.80"
Finance Index,"1,623.76",67.73,4.35,"262,777,164.10"
Hotels And Tourism,"2,860.45",117.01,4.26,"50,435,308.70"
HydroPower Index,"2,134.65",95.35,4.68,"1,029,571,339.90"
Investment,60.96,3.68,6.43,"182,057,130.00"
Life Insurance,"9,690.92",372.21,3.99,"192,249,332.40"
Manufacturing And Processing,"5,108.68",72.37,1.44,"231,817,708.60"
Microfinance Index,"4,419.10",55.56,1.27,"346,655,855.40"
Mutual Fund,13.51,0.10,0.71,"5,850,858.69"
Non Life Insurance,"7,936.42",283.42,3.70,"166,253,742.80"
Others Index,"1,517.24",37.01,2.50,"186,312,478.50"
Trading Index,"1,918.15",53.32,2.86,"18,589,678.50"
