Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,389.19",-18.07,-0.75,"4,248,424,066.00"
Sensitive Index,430.05,-5.07,-1.17,"3,745,430,000.00"
Float Index,164.57,-1.20,-0.72,"4,094,420,000.00"
Sensitive Float Index,139.83,-1.34,-0.95,"2,710,410,000.00"
Banking SubIndex,"1,713.31",-17.41,-1.01,"1,115,890,000.00"
Development Bank Index,"2,483.17",-11.00,-0.44,"508,933,000.00"
Finance Index,"1,118.04",-7.21,-0.64,"227,618,000.00"
Hotels And Tourism,"2,556.71",90.93,3.69,"10,868,300.00"
HydroPower Index,"2,106.50",-0.78,-0.04,"811,366,000.00"
Investment,93.30,0.53,0.57,"529,269,000.00"
Life Insurance,"15,721.69",-121.06,-0.76,"300,118,000.00"
Manufacturing And Processing,"5,244.65",10.20,0.19,"109,526,000.00"
Microfinance Index,"4,085.15",-25.23,-0.61,"393,770,000.00"
Mutual Fund,12.74,0.00,0.02,"20,594,900.00"
Non Life Insurance,"11,876.30",-192.61,-1.60,"738,966,000.00"
Others Index,"1,878.12",-38.43,-2.00,"714,605,000.00"
Trading Index,"3,781.54",55.10,1.48,"30,061,800.00"
