Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,626.31",14.11,0.54,"5,202,263,038.57"
Sensitive Index,449.15,2.58,0.57,"1,321,477,866.71"
Float Index,177.88,1.25,0.70,"5,111,874,278.31"
Sensitive Float Index,149.57,0.93,0.62,"1,321,477,866.71"
Banking SubIndex,"1,402.44",10.61,0.76,"389,007,534.90"
Development Bank Index,"5,503.08",95.17,1.75,"514,045,409.40"
Finance Index,"3,158.55",50.50,1.62,"742,070,805.90"
Hotels And Tourism,"6,477.89",60.46,0.94,"50,332,076.20"
HydroPower Index,"3,540.36",25.10,0.71,"2,217,876,937.70"
Investment,99.14,0.95,0.96,"212,142,417.20"
Life Insurance,"12,531.91",35.60,0.28,"161,687,080.71"
Manufacturing And Processing,"6,822.61",-162.18,-2.32,"161,459,466.60"
Microfinance Index,"4,910.82",46.46,0.95,"448,304,764.70"
Mutual Fund,20.35,0.02,0.11,"30,144,824.96"
Non Life Insurance,"12,493.92",70.33,0.56,"107,750,570.90"
Others Index,"1,943.75",9.49,0.49,"97,643,125.40"
Trading Index,"4,612.15",-20.91,-0.45,"31,921,335.00"
