Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,396.28",-42.78,-2.97,"1,841,242,332.00"
Sensitive Index,292.77,-8.18,-2.72,"1,706,200,000.00"
Float Index,97.81,-3.17,-3.14,"1,814,880,000.00"
Sensitive Float Index,96.31,-3.03,-3.05,"1,464,910,000.00"
Banking SubIndex,"1,197.04",-41.48,-3.35,"630,190,000.00"
Development Bank Index,"1,752.62",-54.40,-3.01,"282,733,000.00"
Finance Index,657.07,-14.25,-2.12,"152,974,000.00"
Hotels And Tourism,"1,518.11",-71.43,-4.49,"7,430,750.00"
HydroPower Index,954.50,-14.41,-1.49,"51,506,700.00"
Life Insurance,"8,332.83",-283.80,-3.29,"247,703,000.00"
Manufacturing And Processing,"2,716.41",-66.62,-2.39,"443,607,000.00"
Microfinance Index,"2,373.23",-74.77,-3.05,"244,141,000.00"
Mutual Fund,10.54,-0.07,-0.64,"4,244,120.00"
Non Life Insurance,"6,344.93",-231.66,-3.52,"443,607,000.00"
Others Index,789.28,-12.26,-1.51,"258,663,000.00"
Trading Index,833.82,-16.70,-1.96,"1,595,390.00"
