Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,298.73",33.28,2.63,"927,841,329.00"
Sensitive Index,275.88,6.30,2.34,"766,265,000.00"
Float Index,91.08,2.14,2.41,"707,735,000.00"
Sensitive Float Index,90.37,2.07,2.34,"660,824,000.00"
Banking SubIndex,"1,109.81",21.29,1.96,"257,217,000.00"
Development Bank Index,"1,674.08",14.15,0.85,"130,721,000.00"
Finance Index,631.07,2.51,0.40,"63,610,500.00"
Hotels And Tourism,"1,430.74",74.67,5.51,"6,487,340.00"
HydroPower Index,934.43,12.46,1.35,"19,554,300.00"
Life Insurance,"7,800.95",266.43,3.54,"148,594,000.00"
Manufacturing And Processing,"2,656.06",45.23,1.73,"56,309,700.00"
Microfinance Index,"2,170.53",84.11,4.03,"97,950,700.00"
Mutual Fund,9.37,-0.07,-0.74,"968,295.00"
Non Life Insurance,"5,782.73",274.39,4.98,"213,608,000.00"
Others Index,724.79,29.62,4.26,"168,368,000.00"
Trading Index,828.85,14.48,1.78,"6,330,000.00"
