Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,912.74",-13.54,-0.70,"831,603,650.57"
Sensitive Index,372.34,-2.39,-0.64,"746,203,000.00"
Float Index,132.28,-0.81,-0.61,"812,202,000.00"
Sensitive Float Index,121.52,-0.69,-0.57,"519,805,000.00"
Banking SubIndex,"1,302.41",-5.17,-0.40,"134,863,688.70"
Development Bank Index,"3,423.03",-14.28,-0.42,"56,334,317.90"
Finance Index,"1,603.42",-17.48,-1.08,"57,420,486.40"
Hotels And Tourism,"2,585.23",-6.63,-0.26,"6,179,028.10"
HydroPower Index,"2,149.94",-30.66,-1.41,"244,372,259.00"
Investment,60.37,-0.41,-0.67,"34,319,282.50"
Life Insurance,"9,080.50",-52.55,-0.58,"35,870,176.30"
Manufacturing And Processing,"4,838.89",-13.56,-0.28,"45,009,096.00"
Microfinance Index,"4,319.85",-30.26,-0.70,"121,925,962.40"
Mutual Fund,14.04,0.02,0.12,"6,135,031.69"
Non Life Insurance,"7,815.72",-46.88,-0.60,"30,741,411.30"
Others Index,"1,379.11",-23.81,-1.70,"39,537,318.60"
Trading Index,"1,840.22",-7.51,-0.41,"5,628,851.00"
