Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,473.73",65.49,2.72,"8,593,472,987.00"
Sensitive Index,451.38,14.10,3.22,"8,318,980,000.00"
Float Index,167.84,4.11,2.51,"8,518,300,000.00"
Sensitive Float Index,143.68,3.94,2.82,"6,924,250,000.00"
Banking SubIndex,"1,723.37",33.71,1.99,"2,109,430,000.00"
Development Bank Index,"2,507.29",28.38,1.14,"1,228,040,000.00"
Finance Index,"1,142.33",1.44,0.13,"399,639,000.00"
Hotels And Tourism,"2,112.50",-62.08,-2.85,"66,811,200.00"
HydroPower Index,"1,901.85",33.94,1.82,"472,243,000.00"
Life Insurance,"18,335.80",594.24,3.35,"1,189,970,000.00"
Manufacturing And Processing,"6,143.04",61.29,1.01,"177,367,000.00"
Microfinance Index,"4,158.99",152.12,3.80,"1,068,560,000.00"
Mutual Fund,12.03,0.03,0.23,"21,335,700.00"
Non Life Insurance,"13,048.99",626.20,5.04,"3,024,130,000.00"
Others Index,"2,044.62",80.02,4.07,"1,076,280,000.00"
Trading Index,"2,983.02",33.00,1.12,"23,403,000.00"
