Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,238.62",-37.06,-1.63,"1,654,561,472.53"
Sensitive Index,432.55,-4.34,-0.99,"1,508,720,000.00"
Float Index,152.87,-2.69,-1.73,"1,602,350,000.00"
Sensitive Float Index,137.79,-1.87,-1.34,"1,113,610,000.00"
Banking SubIndex,"1,534.73",-16.00,-1.03,"348,153,172.10"
Development Bank Index,"3,826.84",-88.44,-2.26,"146,807,172.90"
Finance Index,"1,597.92",-48.19,-2.93,"67,278,485.20"
Hotels And Tourism,"2,881.24",-59.13,-2.01,"18,095,276.50"
HydroPower Index,"2,449.77",-66.81,-2.65,"376,768,538.80"
Investment,72.72,-1.62,-2.18,"92,776,108.10"
Life Insurance,"11,744.39",-260.15,-2.17,"201,561,785.50"
Manufacturing And Processing,"5,322.33",-56.26,-1.05,"83,300,553.90"
Microfinance Index,"4,577.41",-73.37,-1.58,"153,145,302.70"
Mutual Fund,15.26,-0.13,-0.85,"7,980,280.04"
Non Life Insurance,"10,006.16",-265.42,-2.58,"68,187,710.80"
Others Index,"1,700.59",-20.28,-1.18,"41,130,197.10"
Trading Index,"2,019.88",-49.49,-2.39,"5,140,752.40"
