Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,495.30",-96.06,-6.04,"2,154,428,215.00"
Sensitive Index,321.43,-19.21,-5.64,"2,308,910,000.00"
Float Index,106.10,-6.95,-6.15,"2,134,110,000.00"
Sensitive Float Index,106.80,-6.75,-5.94,"2,043,220,000.00"
Banking SubIndex,"1,319.51",-95.40,-6.74,"1,055,080,000.00"
Development Bank Index,"1,934.06",-91.30,-4.51,"388,738,000.00"
Finance Index,700.59,-16.32,-2.28,"244,231,000.00"
Hotels And Tourism,"1,863.94",-79.35,-4.08,"14,675,300.00"
HydroPower Index,"1,037.82",-42.27,-3.91,"50,824,900.00"
Life Insurance,"8,576.39",-690.30,-7.45,"325,760,000.00"
Manufacturing And Processing,"2,948.23",-125.82,-4.09,"111,279,000.00"
Microfinance Index,"2,521.40",-135.64,-5.10,"241,798,000.00"
Mutual Fund,10.38,-0.18,-1.70,"1,708,230.00"
Non Life Insurance,"6,508.07",-524.73,-7.46,"478,936,000.00"
Others Index,752.40,-30.79,-3.93,"62,629,100.00"
Trading Index,896.11,-24.76,-2.69,"1,550,790.00"
