Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,656.96",17.59,0.67,"1,497,375,371.00"
Sensitive Index,497.39,3.17,0.64,"1,432,500,000.00"
Float Index,186.84,0.92,0.49,"1,407,050,000.00"
Sensitive Float Index,168.42,0.81,0.48,"1,105,950,000.00"
Banking SubIndex,"1,862.19",6.24,0.34,"446,273,000.00"
Development Bank Index,"4,858.30",65.54,1.37,"309,816,000.00"
Finance Index,"2,301.76",14.05,0.61,"155,273,000.00"
Hotels And Tourism,"3,103.78",103.00,3.43,"12,641,000.00"
HydroPower Index,"2,744.35",15.43,0.57,"180,433,000.00"
Investment,86.53,0.18,0.21,"54,760,400.00"
Life Insurance,"15,043.97",112.63,0.75,"63,027,800.00"
Manufacturing And Processing,"6,310.74",27.11,0.43,"87,981,500.00"
Microfinance Index,"5,299.75",17.20,0.33,"193,094,000.00"
Mutual Fund,15.18,-0.11,-0.75,"42,526,700.00"
Non Life Insurance,"11,999.97",122.48,1.03,"115,186,000.00"
Others Index,"1,694.40",34.22,2.06,"93,951,300.00"
Trading Index,"3,020.14",41.42,1.39,"5,766,880.00"
