Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,037.06",16.42,0.81,"5,017,807,682.79"
Sensitive Index,383.69,3.82,1.01,"1,780,525,136.00"
Float Index,141.66,1.31,0.93,"4,964,206,270.50"
Sensitive Float Index,127.19,1.39,1.10,"1,774,965,238.60"
Banking SubIndex,"1,238.88",15.74,1.29,"570,511,477.40"
Development Bank Index,"3,723.68",-36.21,-0.92,"251,696,629.50"
Finance Index,"1,703.30",-15.89,-0.92,"212,831,310.70"
Hotels And Tourism,"4,575.62",-43.16,-0.93,"208,761,278.90"
HydroPower Index,"2,580.17",12.06,0.47,"1,372,552,735.50"
Investment,71.69,-0.39,-0.54,"241,348,461.90"
Life Insurance,"10,573.20",164.66,1.58,"424,546,143.30"
Manufacturing And Processing,"5,380.53",34.16,0.64,"536,298,784.30"
Microfinance Index,"3,825.12",65.01,1.73,"363,649,070.30"
Mutual Fund,14.07,0.01,0.08,"6,603,321.16"
Non Life Insurance,"10,551.29",-67.27,-0.63,"535,548,236.80"
Others Index,"1,435.43",32.90,2.35,"207,590,178.90"
Trading Index,"2,583.87",-20.09,-0.77,"38,871,963.00"
